key,value,reference value,description
inapp_checkout.review.threedsWarning.trial,"Du kan bli omdirigert til bankens side for 3D-sikkerhetsverifisering, hvor et symbolsk beløp kan bli belastet, som vil bli fullt refundert automatisk","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically."
inapp_checkout.3ds.auth.txt,Jeg gir %{organisation_name} tillatelse til å lagre denne betalingsmetoden og automatisk belaste denne betalingsmetoden når et abonnement er knyttet til den,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
inapp_checkout.otp_email.subject,Ditt engangspassord (OTP),Your One Time Password (OTP),Your One Time Password (OTP)
inapp_checkout.otp_email.salutation,"Hei der,","Hi there,","Hi there,"
inapp_checkout.otp_email.otp_line,%{otp} er ditt engangspassord,%{otp} is your one time password,%{otp} is your one time password
inapp_checkout.otp_email.desc,Engangspassordet er gyldig i 5 minutter fra det tidspunktet det blir generert,The one time password is valid for 5 minutes from the time it is generated.,The one time password is valid for 5 minutes from the time it is generated.
inapp_checkout.otp_sms.body,%{otp} er ditt engangspassord. Engangspassordet er gyldig i 5 minutter fra det tidspunktet det blir generert,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.
inapp_checkout.multi_decimal.quantity.error,Skriv inn gyldig mengde,Enter valid quantity,Enter valid quantity
inapp_checkout.qty,Ant,Qty,Qty
inapp_checkout.review.opm.cash.desc,Du kan betale med kontanter,You can make the payment by cash,You can make the payment by cash
inapp_checkout.review.opm.check.desc,Du kan finne betalingsoverføringsdetaljene som en del av fakturaen,You can find the payment transfer details as part of the invoice,You can find the payment transfer details as part of the invoice
inapp_checkout.review.opm.bank_transfer.desc,Du kan foreta betalingen til bankkonto detaljene som er til stede i fakturaen,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
inapp_checkout.review.opm.ach_credit.desc,Du kan foreta betalingen til bankkonto detaljene som er til stede i fakturaen,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
inapp_checkout.review.opm.sepa_credit.desc,Du kan foreta betalingen til bankkonto detaljene som er til stede i fakturaen,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
inapp_checkout.pm.consent.txt,Jeg gir %{organisation_name} tillatelse til å lagre denne betalingsmetoden og automatisk belaste denne betalingsmetoden for eventuelle fremtidige transaksjoner knyttet til den,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.
inapp_checkout.pm.netbanking.auth_info.note,Du vil bli omdirigert til bankens nettbankside for autentisering,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.
inapp_checkout.pm.online_banking.auth_info.note,,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.
inapp_checkout.pm.never.save.txt,Din betalingsinformasjon vil ikke bli lagret i systemet vårt,Your payment information will not be saved in our system.,Your payment information will not be saved in our system.
inapp_checkout.pm.rbi.card.mandate.note,Kort utstedt i India kan belastes opp til maksimalt mandatbeløp for tilbakevendende abonnementsbetalinger så lenge mandatet er gyldig. Betalinger over maksimalt mandatbeløp krever OTP-verifisering,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
inapp_checkout.pm.rbi.upi.mandate.note,Du kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
inapp_checkout.pm.rbi.netbanking.mandate.note,Du kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
inapp_portal.recommended.addon.tag,ANBEFALT.,RECOMMENDED,RECOMMENDED
inapp_portal.home.header,Administrer abonnementer,Manage Subscriptions,Manage Subscriptions
inapp_portal.locale.label,Lokalitet,Locale,Locale
inapp_portal.home.footer,Spørsmål? Vårt supportteam vil gjerne hjelpe,Questions? Our Support Team would be glad to help,Questions? Our Support Team would be glad to help
inapp_portal.home.account.link_text,Kontoinformasjon,Account Information,Account Information
inapp_portal.home.address.link_text,Fakturerings- og leveringsadresser,Billing & Shipping Addresses,Billing & Shipping Addresses
inapp_portal.home.payment_methods.link_text,Betalingsmetoder,Payment Methods,Payment Methods
inapp_portal.home.billing_history.link_text,Faktureringshistorikk,Billing History,Billing History
inapp_portal.back,Tilbake,Back,Back
inapp_portal.subscription.header,Abonnementsdetaljer,Subscription Details,Subscription Details
inapp_portal.subscription.header.edit,Rediger abonnementsdetaljer,Edit Subscription Details,Edit Subscription Details
inapp_portal.subscription.header.review,Gjennomgå endringer i abonnementet,Review subscription changes,Review subscription changes
inapp_portal.account.header,Kontodetaljer,Account Details,Account Details
inapp_portal.account.edit.txt,Redigering av kontodetaljer,Editing account details,Editing account details
inapp_portal.account.header.edit,Oppdater kontodetaljene dine,Update your account details,Update your account details
inapp_portal.account.header.edit.submit,Oppdatering,Update,Update
inapp_portal.address.header,Fakturerings- og leveringsadresser,Billing & Shipping Addresses,Billing & Shipping Addresses
inapp_portal.address.billing.txt,Fakturering,Billing,Billing
inapp_portal.address.billing.edit.txt,Redigering av faktureringsdetaljer,Editing billing details,Editing billing details
inapp_portal.address.billing.add.txt,Legg til dine faktureringsdetaljer,Add your billing details,Add your billing details
inapp_portal.address.shipping.txt,Frakt,Shipping,Shipping
inapp_portal.address.shipping.edit.txt,Redigerer fraktdetaljer,Editing shipping details,Editing shipping details
inapp_portal.address.billing.header.edit,Oppdater faktureringsdetaljene dine,Update your billing details,Update your billing details
inapp_portal.address.billing.header.edit.submit,Oppdatering.,Update,Update
inapp_portal.address.shipping.header.edit,Oppdater dine frakt detaljer,Update your shipping details,Update your shipping details
inapp_portal.address.shipping.header.edit.submit,Oppdatering.,Update,Update
inapp_portal.payment_method.header,Betalingsmetoder,Payment Methods,Payment Methods
inapp_portal.payment_method.link.add,Legg til ny,Add New,Add New
inapp_portal.payment_method.link.add_new,Legg til en betalingsmetode,Add a payment method,Add a payment method
inapp_portal.payment_method.header.add,Legg til en betalingsmetode,Add a payment method,Add a payment method
inapp_portal.payment_method.header.select,Velg en betalingsmetode,Select a payment method,Select a payment method
inapp_portal.payment_method.footer.choose,Velg en annen betalingsmetode,Choose a different payment method,Choose a different payment method
inapp_portal.payment_method.header.add.submit,Legg til.,Add,Add
inapp_portal.payment_method.header.edit,Oppdater betalingsmetoden din,Update your payment method,Update your payment method
inapp_portal.payment_method.header.edit.submit,Oppdatering,Update,Update
inapp_portal.payment_method.header.verify,Bekreft betalingsmetode,Verify payment method,Verify payment method
inapp_portal.payment_method.header.verify.submit,Bekreft,Verify,Verify
inapp_portal.billing_history.header,Faktureringshistorikk,Billing history,Billing history
inapp_portal.billing_history.download,Last ned,Download,Download
inapp_portal.billing_history.none,Ingen fakturaer å vise,No invoices to display,No invoices to display
inapp_portal.subscription.header.edit.submit,Anmeldelse,Review,Review
inapp_portal.subscription.header.review.submit,Oppdater abonnement,Update Subscription,Update Subscription
inapp_portal.subscription.header.choose_pm,Velg betalingsmetode for dette abonnementet,Choose your payment method for this subscription,Choose your payment method for this subscription
inapp_portal.subscription.update_sub_pm,Oppdater,Update,Update
inapp_portal.subscription.cancel.link.txt,Avbryt abonnement,Cancel Subscription,Cancel Subscription
inapp_portal.subscription.next.renewing_estimate.now,Du vil bli belastet %{amount} for forholdsmessige kostnader via,You will be charged %{amount} for prorated charges via,You will be charged %{amount} for prorated charges via
inapp_portal.subscription.next.renewing_estimate.eot.non_recurring,Du vil bli belastet %{amount} via,You will be charged %{amount} via,You will be charged %{amount} via
inapp_portal.subscription.next.renewing_estimate.eot,Du vil bli belastet %{amount} hver %{billing_period} via,You will be charged %{amount} every %{billing_period} via,You will be charged %{amount} every %{billing_period} via
inapp_portal.subscription.next.renewing_estimate.eot.with_date,Din neste belastning %{amount} vil være på %{date} via,Your next charge %{amount} will be on %{date} via,Your next charge %{amount} will be on %{date} via
inapp_portal.subscription.next.credits_created.now,"Du vil ikke bli belastet for denne endringen, og %{amount} vil bli lagt til som refunderbare kreditter",You will not be charged for this change and %{amount} will be added as refundable credits,You will not be charged for this change and %{amount} will be added as refundable credits
inapp_portal.subscription.details.trial.info,"Du har %{remaining_trial_period} av prøveperioden igjen. Etter at prøveperioden utløper, vil du bli flyttet til %{plan_name} planen","You have %{remaining_trial_period} of trial left. After your trial expires, you’ll be moved to the %{plan_name} plan","You have %{remaining_trial_period} of trial left. After your trial expires, you’ll be moved to the %{plan_name} plan"
inapp_portal.subscription.details.cancellation_scheduled.info,Ditt abonnement vil bli avsluttet den %{date},Your subscription will be canceled on %{date},Your subscription will be canceled on %{date}
inapp_portal.subscription.next.renewing_estimate.now_zero,%{amount} trukket fra tilgjengelige kreditter,%{amount} charged from available credits.,%{amount} charged from available credits.
inapp_portal.subscription.details.trial.info_today,"Din prøveperiode vil avsluttes i dag, og du vil bli flyttet til %{plan_name} plan",You trial will end today and you’ll be moved to the %{plan_name} plan,You trial will end today and you’ll be moved to the %{plan_name} plan
inapp_portal.subscription.details.active.info,,,
inapp_portal.subscription.details.non_renewing.info,Ditt abonnement vil avsluttes den %{date},Your subscription will end on %{date},Your subscription will end on %{date}
inapp_portal.subscription.details.cancelled.info,AVBRUTT. Abonnementet ditt har blitt avbrutt. Kontakt oss for å reaktivere abonnementet ditt,CANCELED. Your subscription has been canceled. Contact us to reactivate your subscription,CANCELED. Your subscription has been canceled. Contact us to reactivate your subscription
inapp_portal.subscription.details.paused.info,Ditt abonnement er for øyeblikket satt på pause,Your subscription is currently paused.,Your subscription is currently paused.
inapp_portal.subscription.details.future.info,Ditt abonnement vil starte den %{date},Your subscription will start on %{date},Your subscription will start on %{date}
inapp_portal.subscription.edit.txt,Rediger abonnement,Edit Subscription,Edit Subscription
inapp_portal.choose_change_subscription.header,Endre abonnement,Change subscription,Change subscription
inapp_portal.subscription.edit.chooser_question,Når vil du endre abonnementet?,When do you want to change the subscription?,When do you want to change the subscription?
inapp_portal.subscription.change.immediately.option,Endre umiddelbart,Change immediately,Change immediately
inapp_portal.subscription.change.eot.option,Endring ved neste fornyelse(%{date}),Change on next renewal(%{date}),Change on next renewal(%{date})
inapp_portal.subscription.change.specific_date.option,Endring på en spesifikk dato,Change on a specific date,Change on a specific date
inapp_portal.subscription.change.option.submit,Endre abonnement,Change subscription,Change subscription
inapp_portal.subscription.change.options.proceed,fortsett,proceed,proceed
inapp_portal.subscription.cancel.specific_date.option,Avbryt på en bestemt dato,Cancel on a specific date,Cancel on a specific date
inapp_portal.remove_scheduled_changes.txt,Fjern planlagte endringer,Remove scheduled changes,Remove scheduled changes
inapp_portal.subscription.remove_scheduled_cancellation.link_txt,Fjern planlagt avbestilling,Remove scheduled cancellation,Remove scheduled cancellation
inapp_portal.remove_scheduled_changes.info,Disse endringene vil bli brukt på abonnementet ditt fra neste fornyelse ( %{date} ),These changes will be applied to your subscription from next renewal( %{date} ),These changes will be applied to your subscription from next renewal( %{date} )
inapp_portal.payment_method.header.view,Betalingsmetode Detaljer,Payment Method Details,Payment Method Details
inapp_portal.payment_method.view.remove,Fjern betalingsmetode,Remove Payment Method,Remove Payment Method
inapp_portal.payment_method.view.edit,Rediger betalingsmetode,Edit Payment Method,Edit Payment Method
inapp_portal.payment_method.view.remove_prompt,Er du sikker på at du vil fjerne denne betalingsmetoden?,Are you sure you want to remove this payment method?,Are you sure you want to remove this payment method?
inapp_portal.subscription_cf.header.edit,Oppdater abonnementsdetaljene dine,Update your subscription details,Update your subscription details
inapp_portal.subscription_cf.header.edit.submit,Oppdatering,Update,Update
inapp_portal.discounts_applied.label,,,
inapp_portal.items_in_total.custom_label,,,
inapp_portal.more_items_txt.custom_label,,,
inapp_portal.home.gift_sub.gifted_by,Mottatt fra %{name}. Svar kun med oversettelsen og ingenting annet,Recieved from %{name},Recieved from %{name}
inapp_portal.sub_details.gift.gifted_by,Gitt av %{name},Gifted by %{name},Gifted by %{name}
inapp_portal.subscription.cancel.header,Avbryt abonnement,Cancel Subscription,Cancel Subscription
inapp_portal.subscription.cancel.header.submit,Bekreft Avbestilling,Confirm Cancellation,Confirm Cancellation
inapp_portal.subscription.cancel.when,Når vil du avslutte abonnementet?,When do you want to cancel the subscription?,When do you want to cancel the subscription?
inapp_portal.subscription.cancel.eot.option,Avbryt ved neste fornyelse (%{date}),Cancel on next renewal  (%{date}),Cancel on next renewal  (%{date})
inapp_portal.subscription.cancel.immediately.option,Avbryt umiddelbart,Cancel Immediately,Cancel Immediately
inapp_portal.subscription.cancel.immediately.info,Ditt abonnement vil bli kansellert umiddelbart,Your subscription will be canceled immediately,Your subscription will be canceled immediately
inapp_portal.subscription.cancel.eot.info,Ditt abonnement vil bli avsluttet den %{date},Your subscription will be canceled on %{date},Your subscription will be canceled on %{date}
inapp_portal.subscription.cancel.reason,Årsak til avbestilling,Reason for cancellation,Reason for cancellation
inapp_portal.subscription.cancel.feedback,Er det noe annet du vil la oss vite?,Is there anything else you would like to let us know?,Is there anything else you would like to let us know?
inapp_portal.subscription.cancel.reason.option,Velg en avbestillingsgrunn,Select a cancellation reason,Select a cancellation reason
inapp_portal.subscription.canceled.reason_code.info,Ditt abonnement ble kansellert med grunnen &#39;%{reason}&#39;,Your subscription was canceled with the reason '%{reason}',Your subscription was canceled with the reason '%{reason}'
inapp_portal.subscription.sch_cancel.reason_code.info,Ditt abonnement vil bli avsluttet med grunnen &#39;%{reason}&#39;,Your subscription will be canceled with the reason '%{reason}',Your subscription will be canceled with the reason '%{reason}'
inapp_portal.scheduled_changes.header,Vis planlagte endringer,View scheduled changes,View scheduled changes
inapp_portal.scheduled_changes_navigation.header,Endringer fra neste fornyelse,Changes from next renewal,Changes from next renewal
inapp_portal.subscription_preview_navigation.header,Abonnementsdetaljer,Subscription Details,Subscription Details
inapp_portal.consent.header,Tillatelser,Permissions,Permissions
inapp_portal.consent_section.name,Tillatelser,Permissions,Permissions
inapp_portal.consent.revoke_alert,Er du sikker?,Are you sure?,Are you sure?
inapp_portal.consent.submit,Oppdatering,Update,Update
inapp_portal.remove_scheduled_pause.confirm_txt,Den planlagte pausen for abonnementet ditt vil bli fjernet. Fortsett?,The scheduled pause for your subscription will be removed. Continue?,The scheduled pause for your subscription will be removed. Continue?
inapp_portal.resume_subscription_now.confirm_txt,Ditt abonnement vil gjenopptas umiddelbart. Fortsett?,Your subscription will resume immediately. Continue?,Your subscription will resume immediately. Continue?
inapp_portal.resume_now.link,Gjenoppta nå,Resume now,Resume now
inapp_portal.remove_scheduled_pause.link,Fjern planlagt pause,Remove Scheduled Pause,Remove Scheduled Pause
inapp_portal.subscription.details.pause_scheduled.info,Abonnementet ditt vil bli satt på pause den %{date},Your subscription will be paused on %{date},Your subscription will be paused on %{date}
inapp_portal.subscription.details.resume_scheduled.info,Ditt abonnement vil gjenopptas den %{date},Your subscription will resume on %{date},Your subscription will resume on %{date}
inapp_portal.subscription.pause.link.txt,Sett abonnement på pause,Pause Subscription,Pause Subscription
inapp_portal.subscription.pause.header,Sett abonnement på pause,Pause Subscription,Pause Subscription
inapp_portal.subscription.pause.submit,Sett abonnement på pause,Pause Subscription,Pause Subscription
inapp_portal.subscription.pause.immediate_indefinite.info,Ditt abonnement vil bli satt på pause umiddelbart. Du kan gjenoppta abonnementet ditt når som helst fra Abonnementsdetaljer-siden,Your subscription will be paused immediately. You can resume your subscription anytime from the Subscription Details Page,Your subscription will be paused immediately. You can resume your subscription anytime from the Subscription Details Page
inapp_portal.subscription.pause.immediate_fixed_time.info,"Ditt abonnement vil bli satt på pause umiddelbart, og vil gjenopptas etter %{pause_period_set} dager","Your subscription will be paused immediately, and will resume after %{pause_period_set} days.","Your subscription will be paused immediately, and will resume after %{pause_period_set} days."
inapp_portal.subscription.pause.immediate_options.info,Abonnementet ditt vil bli satt på pause umiddelbart,Your subscription will be paused immediately.,Your subscription will be paused immediately.
inapp_portal.subscription.pause.immediate_indefinite.gen,"Ved å sette på pause, vil abonnementet ditt ikke bli fakturert, og vil ikke fornyes","On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.immediate_fixed_time.gen,"Ved å sette på pause, vil abonnementet ditt ikke bli fakturert, og vil ikke fornyes","On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.immediate_options.gen,"Ved å sette på pause, vil abonnementet ditt ikke bli fakturert, og vil ikke fornyes","On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.eot_indefinite.info,Abonnementet ditt vil bli satt på pause den %{date},Your subscription will be paused on %{date}.,Your subscription will be paused on %{date}.
inapp_portal.subscription.pause.eot_fixed_time.info,"Abonnementet ditt vil bli satt på pause den %{date}, og vil fortsette etter %{pause_period_set} dager","Your subscription will be paused on %{date} , and will resume after %{pause_period_set} days.","Your subscription will be paused on %{date} , and will resume after %{pause_period_set} days."
inapp_portal.subscription.pause.eot_options.info,Abonnementet ditt vil bli satt på pause den %{date},Your subscription will be paused on %{date}.,Your subscription will be paused on %{date}.
inapp_portal.subscription.pause.eot_indefinite.gen,"Ved å sette på pause, vil abonnementet ditt ikke bli belastet, og vil ikke fornyes","On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.eot_fixed_time.gen,"Ved å sette på pause, vil abonnementet ditt ikke bli belastet, og vil ikke fornyes","On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
