key,value,reference value,description
hp_v3.pm.agreement.gocardless_payment_cancellation,Denne autorisasjonen kan tilbakekalles direkte med banken din eller ved å sende en e-post til %{merchant_name} på %{merchant_email}. Vennligst tillat opptil 7 dager for at denne autorisasjonen skal bli kansellert,This authorization can be revoked directly with your bank or by emailing %{merchant_name} at %{merchant_email}. Please allow up to 7 days for this authorization to be cancelled.,This authorization can be revoked directly with your bank or by emailing %{merchant_name} at %{merchant_email}. Please allow up to 7 days for this authorization to be cancelled.
hp_v3.pm.netbanking,Nettbank,Netbanking,Netbanking
hp_v3.direct_debit.swedish_id,Svensk identitetsnummer,Swedish Identity Number,Swedish Identity Number
hp_v3.portal.metered_item.usage_tooltip,Kostnader beregnes basert på bruk. Siste oppdatering av bruk var den {{date}},Charges are calculated based on usage. Last usage update was on {{date}},Metered item usage tooltip content
hp_v3.portal.metered_subscription.unbilled_usage_disclaimer,Ubetalte bruksavgifter fra din forrige abonnement vil bli belastet i den kommende faktureringsperioden,Unbilled usage charges from your previous subscription will be charged in the upcoming billing cycle.,Unbilled usages disclaimer for a subscription in portal
hp_v3.portal.pm.ach,ACH,ACH,ACH
hp_v3.direct_debit.pending_verification,Venter på verifisering,Pending verification,Pending verification
hp_v3.paynow.override_billing_profile,Belast gjentakende betalinger for dette abonnementet til denne betalingsmetoden,Charge recurring payments for this subscription to this payment method,Charge recurring payments for this subscription to this payment method
hp_v3.inapp_checkout.term.days,dager,days,days
hp_v3.portal.metered_subscription.desc_with_amount,Kostnader basert på bruk til dags dato,Charges based on usage till date,Metered subscription description in portal with total charges
hp_v3.inapp_checkout.cart.item_text,elementer,items,items
hp_v3.portal.switch_account,Bruk en annen konto,Use a different account,Switch Account in portal
hp_v3.portal.cart.discounts.applied,rabatt anvendt,discount applied,discount applied
hp_v3.portal.gocardless_redirect,Vennligst betal sikkert via GoCardless i det nye vinduet vi åpnet,Please pay securely via GoCardless in the new window we opened.,Please pay securely via GoCardless in the new window we opened.
hp_v3.inapp_checkout.invalid_email,Ugyldig e-post,Invalid email,Invalid email
hp_v3.paynow.billing_period,Faktureringsperiode,Billing period,Billing period
hp_v3.discount.tooltip_message,Rabatten ble påført av selgeren og kan ikke fjernes,Discount was applied by the seller and cannot be removed,discount tooltip message
hp_v3.inapp_checkout.vat,Vennligst oppgi ditt MVA-nummer,Please Enter your VAT Number,Enter VAT Number
hp_v3.incl_tax.txt,Inkl. mva,Incl tax," The displayed amount is inclusive of tax"
hp_v3.portal.invalid,Ugyldig,Invalid,card has expired
hp_v3.portal.term.weekly,ukentlig,weekly,weekly
hp_v3.pm.agreement.gocardless.contact,For spørsmål ring oss på <b>%{merchant_phone}</b> eller send oss en e-post på <b>%{merchant_email}</b>,For queries call us <b>%{merchant_phone}</b> or email us at <b>%{merchant_email}</b>,For queries call us %{merchant_phone} or email us at %{merchant_email}
hp_v3.inapp_checkout.select_field_default,Velg et alternativ,Pick an option,select fields default prompt
hp_v3.direct_debit.gocardless_bacs.protected_prefix,Betalningene dine er beskyttet av,Your payments are protected by,Your payments are protected by
hp_v3.pm.agreement.gocardless_ach1,{name} gir {merchant_name} tillatelse til å belaste bankkontoen som er angitt i samsvar med varer eller tjenester levert av {merchant_name},%{name} authorizes %{merchant_name} to debit the bank account indicated in accordance with the goods or services provided by %{merchant_name}.,%{name} authorizes %{merchant_name} to debit the bank account indicated in accordance with the goods or services provided by %{merchant_name}.
hp_v3.pm.agreement.gocardless_ach2,"Detaljer om spesifikke betalinger vil bli gitt via e-postvarsling, 2 dager før eventuelle betalinger blir tatt","Details of specific payments will be provided via email notification, 2 days prior to any payments being taken.","Details of specific payments will be provided via email notification, 2 days prior to any payments being taken."
hp_v3.portal.coupon_error,Ugyldig kupongkode,Invalid Coupon Code,Invalid Coupon Code
hp_v3.pm.agreement.gocardless_ach3,Ved å klikke neste bekrefter du å opprette en ACH Debit Authorization ved å bruke detaljene ovenfor,By clicking next you confirm to set up an ACH Debit Authorization using the details above.,By clicking next you confirm to set up an ACH Debit Authorization using the details above.
hp_v3.direct_debit.gocardless_bacs.confirmation_text,"Ved å klikke på '%{proceed_to_review}', bekrefter jeg at jeg er kontoinnehaveren og er autorisert til å opprette direkte debetbetalinger på denne kontoen","By clicking '%{proceed_to_review}', I confirm that I am the account holder and am authorized to set up Direct Debit payments on this account.","By clicking '%{proceed_to_review}', I confirm that I am the account holder and am authorized to set up Direct Debit payments on this account."
hp_v3.inapp_checkout.ending,avslutning,ending,Ending 1111
hp_v3.portal.term.days,dager,days,days
hp_v3.inapp_checkout.term.month,måned,month,month
hp_v3.portal.term.years,år,years,years
hp_v3.paynow.payment_overdue,betaling venter,payment pending,payment pending
hp_v3.pm.dotpay,Dotpay,Dotpay,Dotpay name
hp_v3.pm.sofort,Umiddelbart,Sofort,Sofort name
hp_v3.portal.term.month,måned,month,month
hp_v3.secure_checkout_message,Sikker betaling,Secure Checkout,Checkout is secured by chargebee
hp_v3.pm.agreement.gocardless_pad_title,Avtale om forhåndsgodkjent belastning,Pre-Authorized Debit Agreement,Pre-Authorized Debit Agreement
hp_v3.direct_debit.routing_number,Rutenummer,Routing Number,Routing Number
hp_v3.portal.subscription_edit,Klikk for å redigere abonnementsdetaljer,Click to edit subscription details,Click to edit subscription details
hp_v3.direct_debit.prefix,Prefiks,Prefix,Prefix
hp_v3.pm.agreement.stripe_bacs,"Jeg forstår at %{merchant_name} har inngått et partnerskap med Stripe, som samler inn direkte debiteringer på vegne av %{merchant_name}, og bekrefter at jeg er kontoinnehaveren og den eneste personen som kreves for å godkjenne debiteringer fra denne kontoen","I understand that %{merchant_name} has partnered with Stripe, who collects Direct Debits on behalf of %{merchant_name} and confirm that I am the account holder and the only person required to authorize debits from this account.",
hp_v3.inapp_checkout.url_error,Ugyldig nettadresse,Invalid Url,Requested Url is not valid
hp_v3.pm.agreement.gocardless_becs_nz_terms_condition,,"<section><b>Specific conditions relating to notices and disputes</b><br>I may ask my bank to reverse a direct debit upto 120 calendar days after the debit if:<br><li>I don’t receive a written notice of the amount and date of each direct debit from the initiator, or I receive a written notice but the amount or the date of debiting is different from the amount or the date specified on the notice.</li><li>I may ask my bank to reverse a direct debit up to 9 months after the date the initiator sent the first direct debit under the authority if I am not reasonably satisfied that the authority authorised my bank to debit my account with the amount of the direct debit.</li><li>- The initiator is required to give a written notice of the amount and date of each direct debit, including the first direct debit in a series, of no less than 2 workingdays. The notice is to include: the dates of the debits, and the amount of each direct debit.</li><li>If the initiator proposes to change an amount or date of a direct debit specified in the notice, the initiator is required to give you notice no less than 10 days before the change.</li><li>If the bank dishonours a direct debit but the initiator sends the direct debit a second time within 5 business days of the original direct debit, the initiator is not required to notify you a second time of the amount and date of the direct debit</li></section>","<section><b>Specific conditions relating to notices and disputes</b><br>I may ask my bank to reverse a direct debit upto 120 calendar days after the debit if:<br><li>I don’t receive a written notice of the amount and date of each direct debit from the initiator, or I receive a written notice but the amount or the date of debiting is different from the amount or the date specified on the notice.</li><li>I may ask my bank to reverse a direct debit up to 9 months after the date the initiator sent the first direct debit under the authority if I am not reasonably satisfied that the authority authorised my bank to debit my account with the amount of the direct debit.</li><li>- The initiator is required to give a written notice of the amount and date of each direct debit, including the first direct debit in a series, of no less than 2 workingdays. The notice is to include: the dates of the debits, and the amount of each direct debit.</li><li>If the initiator proposes to change an amount or date of a direct debit specified in the notice, the initiator is required to give you notice no less than 10 days before the change.</li><li>If the bank dishonours a direct debit but the initiator sends the direct debit a second time within 5 business days of the original direct debit, the initiator is not required to notify you a second time of the amount and date of the direct debit</li></section>"
hp_v3.direct_debit.account_type.checking,Kontrollerer,Checking,Checking
hp_v3.portal.term.monthly,månedlig,monthly,monthly
hp_v3.pm.consent.mollie_sepa,Denne betalingsmetoden vil bli lagret og brukt til å foreta fremtidige tilbakevendende betalinger,This payment method will be stored and used for making future recurring payments,This payment method will be stored and used for making future recurring payments
hp_v3.dlocal.country_of_residence_field_label,Bostedsland,Country of Residence,Country of Residence
hp_v3.direct_debit.gocardless.privacy_prefix,Betalinger av GoCardless. Les,"Payments by GoCardless. Read the ","Payments by GoCardless. Read the "
hp_v3.dlocal.document_field_help_text.mx,CURP,CURP,document_id field help text for Mexico
hp_v3.pm.klarnapaynow_disclaimer,<li>Du vil bli dirigert til Klarna-kassen.</li><li>Ikke avslutt før du får en betalingsbekreftelsesmelding.</li>,<li>You will be directed to the Klarna Checkout.</li><li>Do not exit until you get a payment confirmation message.</li>,Klarna Pay Now disclaimer
hp_v3.card.document_number,Dokumentnummer,Document number,Document number
hp_v3.pm.pay_to,BetalTil,PayTo,PayTo
hp_v3.dlocal.document_field_help_text.pe,DNI,DNI,document_id field help text for Peru
hp_v3.inapp_checkout.cart.discounts.applied,rabatt anvendt,discount applied,discount applied
hp_v3.pm.upi,UPI,UPI,UPI
hp_v3.portal.shipping_edit,Klikk for å redigere leveringsadresse,Click to edit shipping address,Change shipping details
hp_v3.inapp_checkout.checkout_message,Sikker betaling,Secure Checkout,Checkout is secured by chargebee
hp_v3.inapp_checkout.direct_debit.authorized,Direkte belastning autorisert,Direct Debit Authorized,Direct Debit Authorized
hp_v3.direct_debit.gocardless_ach_sub_header,ACH-debitering,ACH Debit,ACH Debit
hp_v3.pm.agreement.gocardless_becs_terms_condition,,"<section> <h3>Direct Debit Service Agreement</h3> <div>The following is your Direct Debit Service Agreement with merchant. The agreement is designed to explain what your obligations are when undertaking a Direct Debit arrangement with the Merchant. It also details what the Merchant’s obligations are to you as the Direct Debit Initiator. </div><div>We recommend you keep this agreement in a safe place for future reference. It forms part of the terms and conditions of your Direct Debit Request (DDR) and should be read in conjunction with your DDR form. </div></section><section> <h3>Definitions</h3> <div><b>Account</b> means the account held at your financial institution from which we are authorised to arrange for funds to be debited </div><div><b>Agreement</b> means this Direct Debit Request Service Agreement between you and the Merchant </div><div><b>Banking</b> day means a day other than a Saturday or a Sunday or a public holiday listed throughout Australia </div><div><b>Debit</b> day means the day that payment by you to the Merchant is due</div><div><b>Debit payment</b> means a particular transaction where a debit is made<br><b>Direct debit request</b> means the Direct Debit Request between the Merchant and you </div><b>Merchant</b> means the organisation you have authorised by signing a direct debit request and as defined above <div><b>You</b> means the customer who signed the Direct Debit Request </div><div><b>Your financial institution</b> means the financial institution nominated by you on the DDR at which the account is maintained. </div><div><b> 1. Debiting your account</b></div><div>By signing a Direct Debit Request, you have authorised the Merchant to arrange for funds to be debited from your account. You should refer to the Direct Debit Request and this agreement for the terms of the arrangement between the Merchant and you.The Merchant will only arrange for funds to be debited from your account as authorised in the Direct Debit Request. </div><div>If the debit day falls on a day that is not a banking day, the Merchant may direct your financial institution to debit your account on the following banking day. </div><div>If you are unsure about which day your account has or will be debited you should ask your financial institution. </div><div> <b>2. Amendments by the merchant</b> </div><div> The merchant may vary any details of this agreement or a Direct Debit Request at any time by giving you at least fourteen (14) days’ written notice. </div><div> <b>3. Amendments by you</b> </div><div> You may change, stop or defer a debit payment, or terminate this agreement by providing the Merchant with at least fourteen (14) days’ notification by contacting the Merchant during business hours or arranging it through your own financial institution. </div><div> <b>4. Your obligations</b> </div><div> It is your responsibility to ensure that there are sufficient clear funds available in your account to allow a debit payment to be made in accordance with the Direct Debit Request. If there are insufficient clear funds in your account to meet a debit payment: </div><div> a) You may be charged a fee and/or interest by your financial institution; and </div><div> b) You must arrange for the debit payment to be made by another method or arrange for sufficient clear funds to be in your account by an agreed time so that the Merchant can process the debit payment. </div><div> You should check your account statement to verify that the amounts debited from your account are correct. </div><div> <b>5. Dispute</b> </div><div> If you believe that there has been an error in debiting your account, you should notify the Merchant directly. Alternatively, you can take it up with your financial institution directly. </div><div> If the Merchant concludes as a result of investigations that your account has been incorrectly debited the Merchant will respond to your query by arranging for your financial institution to adjust your account (including interest and charges) accordingly. The Merchant will also notify you in writing of the amount by which your account has been adjusted. </div><div> If the Merchant has concluded that as a result of investigations that your account has not been incorrectly debited, the Merchant will respond to your query by providing you with reasons and any evidence for this finding in writing. </div><div> <b>6. Accounts</b> </div><div> You should check: </div><div> a) With your financial institution whether direct debiting is available from your account as direct debiting is not available on all accounts offered by financial institutions. </div><div> b) Your account details which you have provided to us are correct by checking them against a recent account statement; and </div><div> c) With your financial institution before completing the Direct Debit Request if you have any queries about how to complete the Direct Debit Request. </div><div> <b>7. Confidentiality</b> </div><div> The Merchant will keep any information (including your account details) in your Direct Debit Request confidential. The Merchant will make reasonable efforts to keep any such information held secure and to ensure that any of the Merchants employees or agents who have access to information about you do not make any unauthorised use, modification, reproduction or disclosure of that information. </div><div> The Merchant will only disclose information held about you: </div><div> a) To the extent specifically required by law; or. </div><div> b) For the purposes of this agreement (including disclosing information in connection with any query or claim to your Financial Institution). </div><div> <b>8. Notice</b> </div><div> The Merchant will notify you by sending a notice to the email address given in the Direct Debit Request. Should you need to contact the Merchant, please call or email the Merchant directly. Notice will be deemed to have been received at the time of transmission of the notification email. </div></section>",GoCardless Becs Terms and conditions
hp_v3.inapp_checkout.ach.authorized,ACH autorisert,ACH Authorized,ACH Authorized
hp_v3.portal.expiring,Utløper,Expiring,card about to expire
hp_v3.pm.giropay_disclaimer,<li>Du vil bli dirigert til bankens side for å autentisere betalingen via giropay.</li><li>Dine gjentakende betalinger vil bli gjort via SEPA Direct Debit.</li>,<li>You will be directed to the bank page to authenticate the payment via giropay.</li><li>Your recurring payments will be made via SEPA Direct Debit.</li>,Giropay disclaimer
hp_v3.inapp_checkout.switch_payment_method,Bytte betalingsmetode? Du kan miste betalingsmetodekonfigurasjonen som er i gang,Switch payment method? You may lose the payment method configuration in progress.,Switch payment method? You may lose the payment method configuration in progress.
hp_v3.portal.term.weeks,uker,weeks,weeks
hp_v3.direct_debit.account_number,Kontonummer,Account Number,Account Number
hp_v3.portal.term.daily,daglig,daily,daily
hp_v3.portal.direct_debit_plaid,Vennligst logg inn og betal sikkert via Plaid,Please login and pay securely via Plaid,Please login and pay securely via Plaid
hp_v3.portal.invoice.view_usage,Se bruk,View usage,View usage link in invoice
hp_v3.dlocal.document_field_help_text.br,CPF/CNPJ,CPF/CNPJ,document_id field help text for Brazil
hp_v3.inapp_checkout.term.weeks,uker,weeks,weeks
hp_v3.dlocal.document_field_help_text.ar,DNI/CUIT,DNI/CUIT,document_id field help text for Argentina
hp_v3.portal.unpaid_invoice.alert_tooltip,Du har ubetalte fakturaer,You have unpaid invoices,You have unpaid invoices
hp_v3.dlocal.document_field_help_text.ec,CI,CI,document_id field help text for Ecuador
hp_v3.portal.url_error,Ugyldig nettadresse,Invalid Url,Requested Url is not valid
hp_v3.bank_list.empty.info,"Hvis banken din ikke er oppført, velg en annen betalingsmetode","If your bank is not listed, choose a different payment method.","If your bank is not listed, choose a different payment method."
hp_v3.dlocal.document_field_help_text.co,CC,CC,document_id field help text for Colombia
hp_v3.dlocal.document_field_help_text.cl,CI/RUT,CI/RUT,document_id field help text for Chile
hp_v3.paynow.select_field_default,Velg et alternativ,Pick an option,select fields default prompt
hp_v3.pm.giropay_desc,gjentakende via SEPA Direkte Debet,recurring via SEPA Direct Debit,Giropay desc
hp_v3.direct_debit.company,Selskap,Company,Company
hp_v3.direct_debit.gocardless_ach.info,,"This service is provided by Community Federal Savings Bank ('CFSB'), member FDIC, for which GoCardless Ltd acts as a third-party servicer. GoCardless and CFSB use personal data as described in these <a href='https://gocardless.com/gc/cfsb-gocardless-privacy' target='_blank'>privacy notices</a>. By submitting this form, you agree to the <a href='https://gocardless.com/legal/customers/' target='_blank'>GoCardless Website Terms of Use</a>. GoCardless uses analytics <a href='https://gocardless.com/privacy/cookies' target='_blank'>cookies</a>.","This service is provided by Community Federal Savings Bank ('CFSB'), member FDIC, for which GoCardless Ltd acts as a third-party servicer. GoCardless and CFSB use personal data as described in these <a href='https://gocardless.com/gc/cfsb-gocardless-privacy' target='_blank'>privacy notices</a>. By submitting this form, you agree to the <a href='https://gocardless.com/legal/customers/' target='_blank'>GoCardless Website Terms of Use</a>. GoCardless uses analytics <a href='https://gocardless.com/privacy/cookies' target='_blank'>cookies</a>."
hp_v3.direct_debit.account_holder_type,Kontoinnehaver Type,Account Holder Type,Account Holder Type
hp_v3.inapp_checkout.term.years,år,years,years
hp_v3.pm.dotpay_disclaimer,<li>Du vil bli dirigert til bankens side for å autentisere betalingen via dotpay.</li><li>Dette er en engangsbetalingsmulighet og kan ikke lagres for tilbakevendende betalinger</li>,<li>You will be directed to the bank page to authenticate the payment via dotpay.</li><li>This is a one time payment option and cannot be saved for recurring payments</li>,Dotpay disclaimer
hp_v3.pm.agreement.gocardless_autogiro10,,"<b>The right for the payee and the payer's payment service provider to end the connection to Autogiro</b><br/> The payee has the right to end the payer's connection to Autogiro 30 days after the payee has notified the payer thereof. However, the payee has the right to immediately end the payer's connection to Autogiro if the payer on repeated occasions does not have a sufficient account balance on the due date, if the account to which the mandate pertains is closed or if the payee deems that the payer should not participate in Autogiro for another reason.","<b>The right for the payee and the payer's payment service provider to end the connection to Autogiro</b><br/> The payee has the right to end the payer's connection to Autogiro 30 days after the payee has notified the payer thereof. However, the payee has the right to immediately end the payer's connection to Autogiro if the payer on repeated occasions does not have a sufficient account balance on the due date, if the account to which the mandate pertains is closed or if the payee deems that the payer should not participate in Autogiro for another reason."
hp_v3.pm.agreement.gocardless_autogiro11,,The payer's payment service provider has the right to end the payer's connection to Autogiro in accordance with the terms that apply between the payer's payment service provider and the payer,The payer's payment service provider has the right to end the payer's connection to Autogiro in accordance with the terms that apply between the payer's payment service provider and the payer
hp_v3.portal.token_error,Token har utløpt. Vennligst prøv igjen,Token has expired. Please retry,Token has expired.
hp_v3.pm.consent.adyen_sepa,Denne betalingsmetoden vil bli lagret og brukt til å gjøre fremtidige gjentakende betalinger,This payment method will be stored and used for making future recurring payments,This payment method will be stored and used for making future recurring payments
hp_v3.paynow.due_since,Forfalt siden,Due since,Due since 21st March 2017
hp_v3.paynow.credit_card,Kredittkort,Credit card,A credit card
hp_v3.portal.gst_registered,Registrert for MVA,Registered for GST,Shows that this customer has already registered for GST
hp_v3.direct_debit.merchant_name,Handelsnavn,Merchant Name,Merchant Name
hp_v3.portal.ending,avslutning,ending,Ending 1111
hp_v3.portal.switch_payment_method,Bytte betalingsmetode? Du kan miste betalingsmetodekonfigurasjonen som er i gang,Switch payment method? You may lose the payment method configuration in progress.,Switch payment method? You may lose the payment method configuration in progress.
hp_v3.inapp_checkout.gocardless_redirect,Vennligst betal sikkert via GoCardless i det nye vinduet vi åpnet,Please pay securely via GoCardless in the new window we opened.,Please pay securely via GoCardless in the new window we opened.
hp_v3.direct_debit.name_on_account,Navn på konto,Name on Account,Name on Account
hp_v3.payment_loader.timer.text,Autorisasjonsforespørselen utløper om,The authorization request expires in,The authorization request expires in
hp_v3.portal.unpaid_invoice.paynow_link,Betal nå,Pay Now,Pay Now
hp_v3.direct_debit.transit_number,Transitnummer,Transit Number,Transit Number
hp_v3.inapp_checkout.discount_applied,Rabatten er blitt anvendt med suksess,Discount has been applied successfully,Discount has been applied successfully
hp_v3.inapp_checkout.paid_via,Betalt via,Paid via,Paid via card
hp_v3.pm.agreement.gocardless_becs_3_a,Denne belastningen eller avgiften vil bli gjort gjennom Bulk Electronic Clearing System (BECS) fra din konto i den finansielle institusjonen du har nominert nedenfor og vil være underlagt vilkårene og betingelsene for,"This debit or charge will be made through the Bulk Electronic Clearing System (BECS) from your account held at the financial institution you have nominated below and will be subject to the terms and conditions of the ","This debit or charge will be made through the Bulk Electronic Clearing System (BECS) from your account held at the financial institution you have nominated below and will be subject to the terms and conditions of the "
hp_v3.pm.agreement.gocardless_becs_3_b,Avtale om tjeneste for direkte belastning,Direct Debit Request Service Agreement.,Direct Debit Request Service Agreement.
hp_v3.portal.cart.item_text.total,elementer i alt,items in total,items in total
hp_v3.paynow.paypal_redirect,Vennligst logg inn og betal sikkert via din PayPal-konto i det nye vinduet vi åpnet,Please login and pay securely via your PayPal account in the new window we opened.,Redirecting to PayPal... - info
hp_v3.portal.registered_gst_txt,Jeg har registrert meg for merverdiavgift,I have registered for GST,I have registered for GST
hp_v3.optional_field.txt,Valgfritt,Optional," this field is an optional field"
hp_v3.portal.vat,Vennligst oppgi ditt MVA-nummer,Please Enter your VAT Number,Enter VAT Number
hp_v3.portal.direct_debit.authorized,Direkte belastning autorisert,Direct Debit Authorized,Direct Debit Authorized
hp_v3.portal.subscription_status.canceled,AVLYST,CANCELLED,The subscription is in cancelled state
hp_v3.inapp_checkout.gst_registered,Registrert for MVA,Registered for GST,Shows that this customer has already registered for GST
hp_v3.pm.agreement.braintree_ach,"Ved å klikke på knappen nedenfor, gir jeg Braintree, en tjeneste av PayPal, på vegne av %{merchant_name} (i) tillatelse til å verifisere bankkontoopplysningene mine ved hjelp av bankinformasjon og forbrukerrapporter og (ii) til å belaste bankkontoen min","By clicking the button below, I authorize Braintree, a service of PayPal, on behalf of %{merchant_name} (i) to verify my bank account information using bank information and consumer reports and (ii) to debit my bank account.","By clicking the button below, I authorize Braintree, a service of PayPal, on behalf of %{merchant_name} (i) to verify my bank account information using bank information and consumer reports and (ii) to debit my bank account."
hp_v3.paynow.pm.direct_debit,Direkte Debet,Direct Debit,Direct Debit
hp_v3.inapp_checkout.card_expired,er utløpt,has expired,card has expired
hp_v3.inapp_checkout.edit,Rediger,Edit,Edit previously entered data
hp_v3.portal.error,Det oppstod feil under innsending av skjemaet,There were errors while submitting the form,There were errors while submitting
hp_v3.metered_billing_desc,Belastes basert på bruk,Charged based on usage,Metered item general desc
hp_v3.edit,Rediger,Edit,Edit previously entered data
hp_v3.boleto.tax_id_ending_with,Skatte-ID som slutter med,Tax ID ending with,Tax ID ending with
hp_v3.pm.sofort_disclaimer,<li>Du vil bli dirigert til bankens side for å godkjenne betalingen via Sofort Banking.</li><li>Ikke avslutt før du får en betalingsbekreftelsesmelding.</li><li>Dine gjentatte betalinger vil bli gjort via SEPA Direct Debit.</li>,<li>You will be directed to the bank page to authenticate the payment via Sofort Banking.</li><li>Do not exit until you get a payment confirmation message.</li><li>Your recurring payments will be made via SEPA Direct Debit.</li>,Sofort disclaimer
hp_v3.paynow.use_card_future_payments,Lagre dette til listen din over betalingsmetoder,Save this to your list of payment methods,Use this card for future payments
hp_v3.portal.billing_interval,Faktureres hver,Billed every,Billed every
hp.payment_confirmation_page.page_title,Betalingsverifisering,Payment Verification,Payment Verification
hp_v3.dlocal.document_field_help_text.uy,charge_item_price,CI,document_id field help text for Uruguay
hp_v3.portal.page_not_found,Siden ble ikke funnet,Page not found,Page not found
hp_v3.portal.subscription_cancel.info,Vennligst velg en dato og tid,Please choose a date and time,Cancel subscription info
hp_v3.portal.email_address,E-postadresse,Email address,Email address
hp_v3.netbanking.account_holder_type,Kontotype,Type of account,Type of account
hp_v3.direct_debit.gocardless_bacs.protected_suffix,Direkte Debet Garanti,Direct Debit Guarantee,Direct Debit Guarantee
hp_v3.paynow.replace_primary_source.info,Dette vil erstatte din eksisterende betalingsmetode,This will replace your existing payment method.,Info while replacing this as primary payment source
hp_v3.inapp_checkout.term.months,måneder,months,months
hp_v3.inapp_checkout.direct_debit_plaid,Vennligst logg inn og betal sikkert via Plaid,Please login and pay securely via Plaid,Please login and pay securely via Plaid
hp_v3.direct_debit.gocardless_becs_title,Forespørsel om direkte belastning,Direct Debit Request,Direct Debit Request
hp_v3.boleto.tax_id,CPF/CNPJ,CPF/CNPJ,CPF/CNPJ
hp_v3.portal.enter_account_details,Vennligst skriv inn engangspassord/passord for å fortsette,Please enter one time password/Password to proceed,Please enter OTP/Password to proceed
hp_v3.direct_debit.bsb_number,BSB-nummer,BSB Number,BSB Number for BECS
