key,value,reference value,description
not_authorized_ip,"Beklager, du har ikke tillatelse til å se denne siden","Sorry, you don''t have the permission to view this page","Sorry, you don''t have the permission to view this page"
content_type_is_not_application_json,"Beklager, innholdstypen til forespørselen ({0}) er feil. Den må være application/json","Sorry, the request''s content type ({0}) is wrong. It must be application/json.","Sorry, the request''s content type ({0}) is wrong. It must be application/json."
tos_not_selected,Å godta vilkårene er obligatorisk for å fullføre utsjekkingen,Agreeing to the terms is mandatory to complete the checkout.,Agreeing to the terms is mandatory to complete the checkout.
hosted_page_error,{0},{0},{0}
site_not_provided,"Beklager, du må oppgi nettstedet ditt som en underdomene for å få tilgang til denne URL-en","Sorry, you need to provide your site as a subdomain to access this URL","Sorry, you need to provide your site as a subdomain to access this URL"
configuration_failure,{0},{0},{0}
content_type_wrong,"Beklager, innholdstypen til forespørselen er feil","Sorry, the request''s content type is wrong","Sorry, the request''s content type is wrong"
page_url_length_exceed,"Beklager, vi kunne ikke finne den siden","Sorry, we couldn''t find that page","Sorry, we couldn''t find that page"
should_be_unauth,"Beklager, du må være logget ut av gjeldende økt for å se denne siden","Sorry, you must be logged out of current session to view this page","Sorry, you must be logged out of current session to view this page"
web.param_not_unique,Vent litt! Du har allerede abonnert,Hold up! You have subscribed already.,Hold up! You have subscribed already.
bad_request_need_refresh,"Beklager, forespørselen inneholder data som ikke er formatert riktig","Sorry, the request contains data that are not formatted properly","Sorry, the request contains data that are not formatted properly"
operation_not_supported,{0},{0},{0}
not_authorized_post,"Beklager, du har ikke tillatelse til å utføre denne handlingen","Sorry, you don''t have the permission to do this action","Sorry, you don''t have the permission to do this action"
limit_exceeds,"Beklager, den tillatte grensen for {0} er {1}","Sorry, the allowed limit for {0} is {1}.","Sorry, the allowed limit for {0} is {1}."
user_already_exists,E-posten eksisterer allerede,email already exists,email already exists
hosted_page_null,Bestillings-URL-en er ugyldig. Vennligst sjekk URL-en og prøv igjen,The order URL is invalid. Please check the URL and try again.,The order URL is invalid. Please check the URL and try again.
hp_resource_not_found,Denne nettadressen er ikke lenger gyldig,This URL is no longer valid.,This URL is no longer valid.
update_card_succeeded,Kredittkortet ditt har allerede blitt oppdatert med suksess,Your credit card has been already updated successfully.,Your credit card has been already updated successfully.
hosted_page_canceled,Denne bestillingen har blitt kansellert. Vennligst prøv igjen,This order has been canceled. Please try again.,This order has been canceled. Please try again.
update_card_cancelled,Denne nettadressen er ikke lenger gyldig,This URL is no longer valid.,This URL is no longer valid.
currency_error,Kunne ikke hente valutainformasjon,Unable fetch currency info,Unable fetch currency info
not_authorized_get,"Beklager, du har ikke tillatelse til å se denne siden","Sorry, you don''t have the permission to view this page","Sorry, you don''t have the permission to view this page"
hosted_page_expired,Bestillings-URLen din har utløpt. Vennligst prøv igjen,Your order URL has expired. Please try again.,Your order URL has expired. Please try again.
not_ajax_request,En midlertidig feil oppstod. Prøv igjen,A temporary error occurred. Try again,A temporary error occurred. Try again
resource_not_found,"Beklager, vi kunne ikke finne den ressursen","Sorry, we couldn''t find that resource","Sorry, we couldn''t find that resource"
record_not_found,{0} med {1} {2} er ikke til stede,{0} with {1} {2} is not present.,{0} with {1} {2} is not present.
bad_data,"Beklager, noen av parametrene mangler eller er ikke formatert riktig","Sorry, some of the parameters are missing or not formatted properly","Sorry, some of the parameters are missing or not formatted properly"
communication_failure,"Beklager, kan ikke kommunisere med {0}. Vennligst prøv igjen etter en stund.","Sorry, Unable to communicate with {0}. Please retry after some time","Sorry, Unable to communicate with {0}. Please retry after some time"
db_lock_error,Kan ikke låse operasjonen,Unable to lock the operation,Unable to lock the operation
invalid_request_refresh_browser,Din forespørsel er ikke gyldig. Vennligst oppdater nettleseren og prøv igjen,Your request is not valid. Please refresh the browser and try again.,Your request is not valid. Please refresh the browser and try again.
code_not_compatible,"Beklager, noe gikk galt. Vennligst prøv igjen etter en stund",Sorry something went wrong. Please retry after some time,Sorry something went wrong. Please retry after some time
web.invalid_credential,Vennligst sjekk de innsendte legitimasjonene,Please check the submitted credentials.,Please check the submitted credentials.
update_card_expired,URL-en du ba om har utløpt. Vennligst prøv igjen,"Your requested URL has expired. Please try again. ","Your requested URL has expired. Please try again. "
connection_time_out,"Beklager, kan ikke fullføre operasjonen på grunn av feil i db-kommunikasjonen. Vennligst prøv igjen etter en stund","Sorry, unable to complete the operation due to db communication failure. Please try after some time","Sorry, unable to complete the operation due to db communication failure. Please try after some time"
csrf_tok_invalid,Csrf-tokenet (brukt for sikkerhet) er ugyldig. Vennligst oppdater nettleseren og prøv igjen,The csrf token (used for security) is invalid. Please refresh the browser and try again.,The csrf token (used for security) is invalid. Please refresh the browser and try again.
request_charset_error,"Beklager, forespørselskodingen skal være utf-8. Den er {0}.","Sorry, the request encoding should be utf-8. It is {0}","Sorry, the request encoding should be utf-8. It is {0}"
update_card_failed,Det oppstod en feil under behandlingen av kredittkortinformasjonen din. Vennligst prøv igjen senere,There was an error processing your credit card information. Please try again later.,There was an error processing your credit card information. Please try again later.
page_not_found,"Beklager, vi kunne ikke finne den siden","Sorry, we couldn''t find that page","Sorry, we couldn''t find that page"
