key,value,reference value,description
quote.billing_cycle.38,38. faktureringsperiode,38th billing cycle,38th billing cycle
quote.billing_cycle.37,37. faktureringsperiode,37th billing cycle,37th billing cycle
quote.billing_cycle.36,36. faktureringsperiode,36th billing cycle,36th billing cycle
quote.billing_cycle.35,35. faktureringsperiode,35th billing cycle,35th billing cycle
quote.billing_cycle.39,39. faktureringsperiode,39th billing cycle,39th billing cycle
quote.billing_cycle.52,52. faktureringsperiode,52nd billing cycle,52nd billing cycle
quote.billing_cycle.51,51. faktureringsperiode,51st billing cycle,51st billing cycle
quote.billing_cycle.50,50. faktureringsperiode,50th billing cycle,50th billing cycle
quote.billing_cycle.56,56. faktureringsperiode,56th billing cycle,56th billing cycle
quote.billing_cycle.55,55. faktureringsperiode,55th billing cycle,55th billing cycle
quote.billing_cycle.54,54. faktureringsperiode,54th billing cycle,54th billing cycle
quote.billing_cycle.53,53. faktureringsperiode,53rd billing cycle,53rd billing cycle
quote.billing_cycle.49,49. faktureringsperiode,49th billing cycle,49th billing cycle
quote.billing_cycle.48,48. faktureringsperiode,48th billing cycle,48th billing cycle
quote.billing_cycle.47,47. faktureringsperiode,47th billing cycle,47th billing cycle
quote.billing_cycle.46,46. faktureringsperiode,46th billing cycle,46th billing cycle
quote.billing_cycle.63,63. faktureringsperiode,63rd billing cycle,63rd billing cycle
quote.billing_cycle.62,62. faktureringsperiode,62nd billing cycle,62nd billing cycle
quote.billing_cycle.61,61. faktureringsperiode,61st billing cycle,61st billing cycle
quote.billing_cycle.60,60. faktureringsperiode,60th billing cycle,60th billing cycle
quote.billing_cycle.67,67. faktureringsperiode,67th billing cycle,67th billing cycle
quote.billing_cycle.66,66. faktureringsperiode,66th billing cycle,66th billing cycle
quote.billing_cycle.65,65. faktureringsperiode,65th billing cycle,65th billing cycle
quote.billing_cycle.64,64. faktureringsperiode,64th billing cycle,64th billing cycle
quote.billing_cycle.59,59. faktureringsperiode,59th billing cycle,59th billing cycle
quote.billing_cycle.58,58. faktureringsperiode,58th billing cycle,58th billing cycle
quote.billing_cycle.57,57. faktureringsperiode,57th billing cycle,57th billing cycle
quote.billing_cycle.74,74. faktureringsperiode,74th billing cycle,74th billing cycle
quote.billing_cycle.73,73. faktureringsperiode,73rd billing cycle,73rd billing cycle
quote.billing_cycle.72,72. faktureringsperiode,72nd billing cycle,72nd billing cycle
quote.billing_cycle.71,71. faktureringsperiode,71st billing cycle,71st billing cycle
quote.billing_cycle.78,78. faktureringsperiode,78th billing cycle,78th billing cycle
quote.billing_cycle.77,77. faktureringsperiode,77th billing cycle,77th billing cycle
quote.billing_cycle.76,76. faktureringsperiode,76th billing cycle,76th billing cycle
quote.billing_cycle.75,75. faktureringsperiode,75th billing cycle,75th billing cycle
quote.billing_cycle.70,70. faktureringsperiode,70th billing cycle,70th billing cycle
quote.billing_cycle.69,69. faktureringsperiode,69th billing cycle,69th billing cycle
quote.billing_cycle.68,68. faktureringssyklus,68th billing cycle,68th billing cycle
quote.billing_cycle.85,85. faktureringsperiode,85th billing cycle,85th billing cycle
quote.billing_cycle.84,84. faktureringsperiode,84th billing cycle,84th billing cycle
quote.billing_cycle.83,83. faktureringsperiode,83rd billing cycle,83rd billing cycle
quote.billing_cycle.82,82. faktureringsperiode,82nd billing cycle,82nd billing cycle
quote.billing_cycle.89,89. faktureringsperiode,89th billing cycle,89th billing cycle
quote.billing_cycle.88,88. faktureringsperiode,88th billing cycle,88th billing cycle
quote.billing_cycle.87,87. faktureringsperiode,87th billing cycle,87th billing cycle
quote.billing_cycle.86,86. faktureringsperiode,86th billing cycle,86th billing cycle
quote.billing_cycle.81,81. faktureringsperiode,81st billing cycle,81st billing cycle
quote.billing_cycle.80,80. faktureringsperiode,80th billing cycle,80th billing cycle
quote.billing_cycle.79,79. faktureringsperiode,79th billing cycle,79th billing cycle
quote.billing_cycle.96,96. faktureringsperiode,96th billing cycle,96th billing cycle
quote.billing_cycle.95,95. faktureringsperiode,95th billing cycle,95th billing cycle
quote.billing_cycle.94,94. faktureringsperiode,94th billing cycle,94th billing cycle
quote.billing_cycle.93,93. faktureringsperiode,93rd billing cycle,93rd billing cycle
quote.billing_cycle.99,99. faktureringsperiode,99th billing cycle,99th billing cycle
quote.billing_cycle.98,98. faktureringsperiode,98th billing cycle,98th billing cycle
quote.billing_cycle.97,97. faktureringsperiode,97th billing cycle,97th billing cycle
quote.billing_cycle.92,92. faktureringssyklus,92nd billing cycle,92nd billing cycle
quote.billing_cycle.91,91. faktureringsperiode,91st billing cycle,91st billing cycle
quote.billing_cycle.90,90. faktureringsperiode,90th billing cycle,90th billing cycle
quote.title.billed_to,Fakturert til,Billed To,Billed to label - Under this comes the billing address of the customer
quote.inclusive_tax_multi.desc,Inkludert skatter (%{total_amount}),Inclusive of taxes (%{total_amount}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
quote.label.includes_discounts_taxes_and_prorated_charges,"Inkluderer rabatter, skatter og forholdsmessige kostnader","Includes discounts, taxes & prorated charges","Includes discounts, taxes & prorated charges"
quote.payment_terms.due_upon_receipt,Betales Ved Mottakelse,Due Upon Receipt,"To indicate the Zero net terms "
quote.branding.powered_by,Powered by,Powered by,Logo in an quote - Powered by Chargebee
quote.label.total_recurring_charges,Totale tilbakevendende kostnader (for alle faktureringssykluser),Total Recurring Charges (for all billing cycles),Total Recurring Charges (for all billing cycles)
quote.label.cust_vat,MVA,VAT,VAT number label
quote.label.expiry_date,Utløpsdato," Expiry Date",Quote expiry date label
quote.label.credits,Kreditter,Credits,The store credits used in the quote
quote.label.tax.exclusive,Ekskl.,"Excl. ",Exclusive - exclusive of taxes
quote.header.label.amount,Beløp,Amount,The amount that needs to be paid
quote.label.total_payable,Totalt betalbart,Total Payable,Total Payable
quote.label.tax.inclusive_of_vat,inkl. MVA,incl. VAT,VAT Inclusive -  inclusive of all taxes
quote.label.start_date,Startdato for abonnement," Subscription Start Date",Subscription Start Date label
quote.label.payment_terms,Betalingsbetingelser,Payment Terms,Net D payment terms label shown in quote
quote.billing_cycle.6,6. faktureringsperiode,6th billing cycle,6th billing cycle
quote.billing_cycle.7,7. faktureringsperiode,7th billing cycle,7th billing cycle
quote.billing_cycle.8,8. faktureringsperiode,8th billing cycle,8th billing cycle
quote.billing_cycle.9,9. faktureringsperiode,9th billing cycle,9th billing cycle
quote.billing_cycle.2,2. faktureringsperiode,2nd billing cycle,2nd billing cycle
quote.billing_cycle.3,3. faktureringsperiode,3rd billing cycle,3rd billing cycle
quote.label.credits_will_be_applied,"Tilgjengelige kreditt, hvis noe, vil bli brukt på faktureringstidspunktet",Credits available if any will be applied at the time of invoicing,Credits available if any will be applied at the time of invoicing
quote.billing_cycle.4,4. faktureringsperiode,4th billing cycle,4th billing cycle
quote.billing_cycle.5,5. faktureringsperiode,5th billing cycle,5th billing cycle
quote.billing_cycle.1,1. faktureringsperiode,1st billing cycle,1st billing cycle
quote.term.days,dager,days,days
quote.label.includes_discounts_and_prorated_charges,Inkluderer rabatter og forholdsmessige kostnader,Includes discounts & prorated charges,Includes discounts & prorated charges
quote.label.contract_term.action_at_term_end,Ved semesteravslutning,At Term-End,Action to be taken when the contract term completes
quote.label.sub_total,Delsum,Sub Total,Sub total
quote.header.label.units,Enheter,Units,Heading under which the number of units of the product purchased comes
quote.label.cust_id,Kundenummer,Customer ID,Customer id label
quote.label.total.usage_footer,Endelige avgifter og skatter vil bli beregnet basert på bruk,Final Charges and Taxes will be calculated based on Usage,Footer note for usages
quote.label.po_number,PO,PO,Purchase order number label
quote.label.payments,Betalinger,Payments,Payments Applied
quote.label.vat_exemption_note,Merknad om MVA-fritak,VAT Exemption Note,A label below which is a note
quote.label.tax_details,Skattedetaljer,Tax Details,tax details label
quote.label.contract_term,Kontraktsperiode,Contract term,Contract term of subscription
quote.label.notes,Notater,Notes,Any quote notes that need to be displayed
quote.label.recurring_charges,Gjentatte kostnader,Recurring charges,Recurring charges
quote.label.tax.inclusive,Inkl,"Incl. ",Inclusive -  inclusive of all taxes
quote.header.label.unit_price,Enhetspris,Unit Price,Unit price is the heading under which the cost per unit of the product comes
quote.label.billing_cycle,Faktureringssyklus,Billing Cycle,Billing Cycle
quote.label.no_of_billing_cycles,Antall faktureringssykluser,No of billing cycles,No of billing cycles
quote.term.month,måned,month,month
quote.header.label.sub_total,Delsum,Sub Total,Sub total
quote.label.includes_discounts,Inkluderer rabatter,Includes discounts,Includes discounts
quote.label.chargeable_on_trial_start,Belastbar ved prøvestart,Chargeable on trial start,Chargeable on trial start
quote.title.subscription_detail,Abonnementsdetaljer,Subscription Details,Subscription Detail section heading
quote.label.include,Inkluderer,"Includes ",includes
quote.customer_email.request_card,Oppdater detaljene for betalingsmetoden din,Update your payment method details,Email subject that prompts the customer to enter the payment method details
quote.label.includes_discounts_and_taxes,Inkluderer rabatter og skatter,Includes discounts and taxes,Includes discounts and taxes
quote.title.shipped_to,Sendt til,Shipped To,Shipped to label - Under this comes the shipping address of the customer
quote.label.tax.vat,MVA,VAT,VAT -  is the tax description
quote.header.label.price,Pris,Price,Price is the heading under which the cost of the product comes
quote.label.charges_on_acceptance,Gebyrer ved aksept,Charges on acceptance,Charges on acceptance
quote.label.chargeable_on_plan_activation,Belastbar ved aktivering av plan,Chargeable on plan activation,Chargeable on plan activation
quote.label.proforma_invoice,Proforma faktura,Proforma Invoice,proforma invoice label
quote.label.proforma_invoice_date,Proforma faktura dato,Proforma Invoice Date," proforma invoice data label"
quote.term.weeks,uker,weeks,weeks
quote.inclusive_tax_single.desc,Inkludert %{tax_description} (%{total_amount}),Inclusive of %{tax_description} (%{total_amount}),For the case when one particular tax is inclusive - inclusive of vat (30)
quote.label.non_recurring_charges,Engangskostnader,Non-Recurring charges,Non-Recurring charges
quote.label.id,ID,ID,Subscription id label
quote.label.next_billing_date,Neste faktureringsdato,Next Billing Date,Next billing date label
quote.term.years,år,years,years
quote.label.transfer_details,Overføringsdetaljer,Transfer Details,Transfer Details label
quote.frequency.every,Hver,Every,Every
quote.customer_signature.label,Kundens signatur,Customer's Signature,Customer's Signature
quote.label.chargeable_on_subscription_change,Belastbar ved endring av abonnement,Chargeable on subscription change,Chargeable on subscription change
quote.label.billing_period,Faktureringsperiode,Billing Period,Billing period label
quote.header.label.discounts,Rabatt,Discount,Discount label
quote.label.total,Totalt,Total,Total
quote.label.trial_period,Prøveperiode,Trial Period,Trial Period
quote.branding.test_label,Dette er et prøvetilbud generert av Chargebee,This is a sample quote generated by Chargebee,Logo in an quote
quote.term.week,uke,week,week
quote.branding.cb_name,Chargebee,Chargebee,Compay name
quote.payment_succeeded,%{inv_amount} ble betalt den %{inv_date},%{inv_amount} was paid on %{inv_date},The date at which the quote was paid
quote.term.day,dag,day,day
quote.label.due_date,Forfallsdato,Due Date,Quote Due date label
quote.label.tax.tax,Skatt,Tax,tax
quote.billing_cycle.100,100. faktureringsperiode,100th billing cycle,100th billing cycle
quote.label.tax.exclusive_of_vat,ekskl. MVA,excl. VAT,VAT Exclusive - exclusive of taxes
quote.header.label.description,Beskrivelse,Description,Table heading under which the product description comes
quote.label.round_off,Avrunde,Round Off,Round off - quote amount is rounded off to a whole number
quote.branding.test_proforma_label,Dette er en prøveproforma faktura generert av Chargebee,This is a sample proforma invoice generated by Chargebee,Test proforma invoice label in quote pdf
quote.sub.billing_period,fra %{from_date} til %{to_date},%{from_date} to %{to_date},3rd sept to 22 Oct
quote.payment_inprogress,Betaling på %{inv_amount} ble initiert den %{inv_date},%{inv_amount} payment was initiated on %{inv_date},indicates that the payment was initiated along with the date
quote.label.contract_term.no_of_billing_cycles_on_renewal,Antall faktureringssykluser ved fornyelse,No. of billing cycles on renewal,No of billing cycles for subscription on contract term renewal
quote.final.billing_cycle,Bruksavgifter for siste faktureringsperiode,Usage charges for final billing cycle,Final billing cycle heading
quote.label.renewed_until_cancellation,Fornyet til avbestilling,Renewed until cancellation,Renewed until cancellation
quote.label.net_amount,Nettobeløp,Net Amount,Amount that needs to be paid
quote.payment_terms.net_prefix,Nett %{days},Net %{days},To indicate the patment term prefix. Ex
quote.label.quote,Tilbud,Quote,Quote number label
